113,0301633,Thesis,วิทยานิพนธ?,72(0-0-0),72,1,0,0,0,,,2,2567
114,0301641,Optimization Techniques for Civil Engineering,เทคนิคการหาค?าที่เหมาะสมที่สุดสําหรับวิศวกรรมโยธา,3(3-0-6),3,1,3,0,6,,,2,2567
115,0301642,Special Topics in Civil Engineering 1,หัวข?อเรื่องพิเศษทางวิศวกรรมโยธา 1,3(3-0-6),3,1,3,0,6,,,2,2567
116,0301643,Advanced Research Methodology for Civil Engine,วิทยาระเบียบวิธีวิจัยขั้นสูงสําหรับวิศวกรรมโยธา,3(3-0-6),3,1,3,0,6,,,2,2567
117,0301644,Statistical Methods for Civil Engineering,วิธีทางสถิติสําหรับวิศวกรรมโยธา,3(3-0-6),3,1,3,0,6,,,2,2567
118,0301645,Advanced Mechanics of Solids,กลศาสตร?ของแข็งขั้นสูง,3(3-0-6),3,1,3,0,6,,,2,2567
119,0301646,Computer Applications in Construction,การใช?คอมพิวเตอร?ในงานก?อสร?าง,3(3-0-6),3,1,3,0,6,,,2,2567
120,0301647,Advanced Design of Concrete Structures,การออกแบบโครงสร?างคอนกรีตขั้นสูง,3(3-0-6),3,1,3,0,6,,,2,2567
121,0301648,Advanced Prestressed Concrete,คอนกรีตอัดแรงขั้นสูง,3(3-0-6),3,1,3,0,6,,,2,2567
122,0301649,Theory of Plates and Shells,ทฤษฎีของแผ?นบางและเปลือกบาง,3(3-0-6),3,1,3,0,6,,,2,2567
123,0301650,Structural Stability,เสถียรภาพของโครงสร?าง,3(3-0-6),3,1,3,0,6,,,2,2567
124,0301651,Advanced Concrete Technology,เทคโนโลยีคอนกรีตขั้นสูง,3(3-0-6),3,1,3,0,6,,,2,2567
125,0301652,Structural Dynamics,พลศาสตร?โครงสร?าง,3(3-0-6),3,1,3,0,6,,,2,2567
126,0301653,Theory of Finite Element Analysis,ทฤษฎีการวิเคราะห?โดยวิธีการไฟไนต?เอเลเมนต?,3(3-0-6),3,1,3,0,6,,,2,2567
127,0301654,Advanced Structural System Design,การออกแบบระบบโครงสร?างขั้นสูง,3(3-0-6),3,1,3,0,6,,,2,2567
128,0301655,Advanced Steel Structure Design,การออกแบบโครงสร?างเหล็กขั้นสูง,3(3-0-6),3,1,3,0,6,,,2,2567
129,0301656,Fracture Mechanics of Concrete Structures,กลศาสตร?รอยแตกร?าวของโครงสร?างคอนกรีต,3(3-0-6),3,1,3,0,6,,,2,2567
130,0301657,Intelligent System Applications in Structural Engin,การประยุกต?ใช?ระบบอัจฉริยะในวิศวกรรมโครงสร?าง,3(3-0-6),3,1,3,0,6,,,2,2567
131,0301658,Optimization Approaches in Structural Engineerin,วิธีการหาค?าเหมาะสมที่สุดในวิศวกรรมโครงสร?าง,3(3-0-6),3,1,3,0,6,,,2,2567
132,0301659,Irrigation Sciences,วิทยาศาสตร?การชลประทาน,3(3-0-6),3,1,3,0,6,,,2,2567
133,0301660,Control of Floods and Droughts,การควบคุมภาวะน้ำท?วมและภาวะแห?งแล?ง,3(3-0-6),3,1,3,0,6,,,2,2567
134,0301661,Geographical Information System for Water Resou,ระบบสารสนเทศภูมิศาสตร?สําหรับวิศวกรรมแหล?งน้ำ,3(3-0-6),3,1,3,0,6,,,2,2567
135,0301662,Advanced Optimization for Water Management,การหาค?าเหมาะที่สุดขั้นสูงสําหรับจัดการน้ำ,3(3-0-6),3,1,3,0,6,,,2,2567
136,0301663,River Basin Water Resources Planning and Manag,การวางแผนและจัดการทรัพยากรน้ำระดับลุ?มน้ำ,3(3-0-6),3,1,3,0,6,,,2,2567
137,0301664,Multi-Criteria Decision Making and Decision Supp,การตัดสินใจแบบหลายหลักเกณฑ?และระบบสนับสนุน,3(3-0-6),3,1,3,0,6,,,2,2567
138,0301665,Water Resources Systems Environment,สิ่งแวดล?อมระบบทรัพยากรน้ำ,3(3-0-6),3,1,3,0,6,,,2,2567
139,0301666,Advanced Soil Mechanics,ปฐพีกลศาสตร?ขั้นสูง,3(3-0-6),3,1,3,0,6,,,2,2567
140,0301667,Soil Stabilization,การเพิ่มเสถียรภาพของดิน,3(3-0-6),3,1,3,0,6,,,2,2567
141,0301668,Physicochemical Principles in Environmental Engi,หลักเคมี-ฟ?สิกส?ในวิศวกรรมสิ่งแวดล?อม,3(3-0-6),3,1,3,0,6,,,2,2567
142,0301669,Stream Sanitation,สุขาภิบาลของลําน้ำ,3(3-0-6),3,1,3,0,6,,,2,2567
143,0301670,Remediation of Contaminated Groundwater and S,การแก?ไขฟ??นฟูน้ำใต?ดินและดินที่ปนเป??อนมลพิษ,3(3-0-6),3,1,3,0,6,,,2,2567
144,0301671,Water Quality Engineering,วิศวกรรมคุณภาพน้ำ,3(3-0-6),3,1,3,0,6,,,2,2567
145,0301672,Solid Waste and Hazardous Waste Management,การจัดการมูลฝอยและขยะอันตราย,3(3-0-6),3,1,3,0,6,,,2,2567
146,0301673,Environmental Systems and Management,ระบบสิ่งแวดล?อมและการจัดการ,3(3-0-6),3,1,3,0,6,,,2,2567
147,0301674,Green Building and Clean Technology,อาคารเขียวและเทคโนโลยีสะอาด,3(3-0-6),3,1,3,0,6,,,2,2567
148,0301675,Air Quality Engineering,วิศวกรรมคุณภาพอากาศ,3(3-0-6),3,1,3,0,6,,,2,2567
149,0301676,Advanced Soil Physics,ฟ?สิกส?ของดินขั้นสูง,3(3-0-6),3,1,3,0,6,,,2,2567
150,0301677,Unsaturated Soil Mechanics,กลศาสตร?ของดินที่ไม?อิ่มตัวด?วยน้ำ,3(3-0-6),3,1,3,0,6,,,2,2567
151,0301678,Transportation Systems,ระบบขนส?ง,3(3-0-6),3,1,3,0,6,,,2,2567
152,0301679,Urban Transportation Planning,การวางแผนการขนส?งในชุมชนเมือง,3(3-0-6),3,1,3,0,6,,,2,2567
153,0301680,Traffic Engineering,วิศวกรรมจราจร,3(3-0-6),3,1,3,0,6,,,2,2567
154,0301681,Geometric Design and Highway Safety,การออกแบบทางเรขาคณิตและความปลอดภัย,3(3-0-6),3,1,3,0,6,,,2,2567
155,0301682,Pavement Design and Construction,การออกแบบและก?อสร?างพื้นผิวทาง,3(3-0-6),3,1,3,0,6,,,2,2567
156,0301683,Logistics Systems,ระบบโลจีสติกส?,3(3-0-6),3,1,3,0,6,,,2,2567
157,0301684,Special Topics in Civil Engineering 2,หัวข?อเรื่องพิเศษทางวิศวกรรมโยธา 2,3(3-0-6),3,1,3,0,6,,,2,2567
158,0301685,Special Study on Civil Engineering,การศึกษาป?ญหาพิเศษทางวิศวกรรมโยธา,3(3-0-6),3,1,3,0,6,,,2,2567
159,0301686,Theory of Finite Element Analysis for Structural En,ทฤษฎีการวิเคราะห?โดยวิธีการไฟไนต?เอเลเมนต?สําหรับว,3(3-0-6),3,1,3,0,6,,,2,2567
160,0301687,Theory of Finite Element Analysis for Geotechnical,ทฤษฎีการวิเคราะห?โดยวิธีการไฟไนต?เอเลเมนต?สําหรับว,3(3-0-6),3,1,3,0,6,,,2,2567
161,0301688,Advanced Durability of Construction Materials,ความทนทานของวัสดุก?อสร?างขั้นสูง,3(3-0-6),3,1,3,0,6,,,2,2567
162,0301689,Advanced Geopolymer Concrete Tech,เทคโนโลยีจีโอพอลิเมอร?คอนกรีตขั้นสูง,3(3-0-6),3,1,3,0,6,,,2,2567
163,0301690,Advance Remote Sensing,การรับร?ูจากระยะไกลขั้นสูง,3(3-0-6),3,1,3,0,6,,,2,2567
164,0301691,Photogrammetry for Civil Engineer,โฟโตแกรมเมตรีสําหรับวิศวกรโยธา,3(3-0-6),3,1,3,0,6,,,2,2567
165,0301692,Urban System Metabolism,เมแทบอลิซึมของระบบเมือง,3(3-0-6),3,1,3,0,6,,,2,2567
166,0301693,Environmental Geotechnics,ธรณีเทคนิคสิ่งแวดล?อม,3(3-0-6),3,1,3,0,6,,,2,2567
167,0301694,Utilization of Resources and Wastes for Environme,การใช?ประโยชน?ของทรัพยากรและของเสียเพื่อสิ่งแวดล?,3(3-0-6),3,1,3,0,6,,,2,2567
168,0301699,Traffic Engineering,วิศวกรรมจราจร,3(3-0-6),3,1,3,0,6,,,2,2567
169,0301700,Advanced Hydrology,อุทกวิทยาขั้นสูง,3(3-0-6),3,1,3,0,6,,,2,2567
170,0301701,Water Resources Engineering Seminar,สัมมนาทางวิศวกรรมทรัพยากรน้ำ,1(0-3-3),1,1,0,3,3,,,2,2567
171,0301702,Advanced Hydraulic Engineering,วิศวกรรมชลศาสตร?ขั้นสูง,3(3-0-6),3,1,3,0,6,,,2,2567
172,0301703,Irrigation Sciences,วิทยาศาสตร?การชลประทาน,3(3-0-6),3,1,3,0,6,,,2,2567
173,0301704,Control of Floods and Droughts,การควบคุมภาวะน้ำท?วมและภาวะแห?งแล?ง,3(3-0-6),3,1,3,0,6,,,2,2567
174,0301705,Geographical Information System and Remote Se,ระบบสารสนเทศภูมิศาสตร?และข?อมูลการสํารวจระยะไ,3(3-0-6),3,1,3,0,6,,,2,2567
175,0301706,Optimization Approaches in Water Resources Proj,วิธีการหาค?าเหมาะสมที่สุดในการพัฒนาโครงการแหล?ง,3(3-0-6),3,1,3,0,6,,,2,2567
176,0301707,River Basin Water Resources Planning and Manag,การวางแผนและจัดการทรัพยากรน้ำระดับล?ุมน้ำ,3(3-0-6),3,1,3,0,6,,,2,2567
177,0301708,Groundwater and Seepage,น้ำใต?ดินและการซึมผ?าน,3(3-0-6),3,1,3,0,6,,,2,2567
178,0301709,Design of Drainage Systems,การออกแบบระบบระบายน้ำ,3(3-0-6),3,1,3,0,6,,,2,2567
179,0301710,Design of Water Control Structures,การออกแบบอาคารบังคับน้ำ,3(3-0-6),3,1,3,0,6,,,2,2567
180,0301711,Project Planning and Appraisal,การวางแผนและประเมินโครงการ,3(3-0-6),3,1,3,0,6,,,2,2567
181,0301712,Hydropower Engineering,วิศวกรรมไฟฟ?าพลังน้ำ,3(3-0-6),3,1,3,0,6,,,2,2567
182,0301713,Research Methodology in Water Resources Engin,ระเบียบวิธีวิจัยทางวิศวกรรมทรัพยากรน้ำ,1(1-0-3),1,1,1,0,3,,,2,2567
183,0301714,River Engineering,วิศวกรรมแม?น้ำ,3(3-0-6),3,1,3,0,6,,,2,2567
184,0301715,Water Resources Systems Environment,สภาพแวดล?อมของระบบทรัพยากรน้ำ,3(3-0-6),3,1,3,0,6,,,2,2567
185,0301716,Urban Water Management,การบริหารจัดการน้ำในชุมชนเมือง,3(3-0-6),3,1,3,0,6,,,2,2567
186,0301750,Advanced Soil Mechanics,ปฐพีกลศาสตร?ขั้นสูง,3(3-0-6),3,1,3,0,6,,,2,2567
187,0301751,Geotechical Engineering Seminar,สัมมนาทางวิศวกรรมเทคนิคธรณี,1(0-3-3),1,1,0,3,3,,,2,2567
188,0301752,Earth Reinforcement and Foundation Structures,ดินเสริมแรงและโครงสร?างฐานราก,3(3-0-6),3,1,3,0,6,,,2,2567
189,0301753,Soil Improvement Technique,เทคนิคปรับปรุงคุณภาพดิน,3(3-0-6),3,1,3,0,6,,,2,2567
190,0301754,Geotechincal Engineering Instrumentation,เครื่องมือวัดในงานวิศวกรรมเทคนิคธรณี,3(3-0-6),3,1,3,0,6,,,2,2567
191,0301755,Applied Rock Mechanics,กลศาสตร?ประยุกต?ของหิน,3(3-0-6),3,1,3,0,6,,,2,2567
192,0301756,Subsurface Investigation and Soil Testing,การสํารวจใต?ผิวพื้นและการทดสอบดิน,3(3-0-6),3,1,3,0,6,,,2,2567
193,0301757,Physical and Chemical Properties of Soils,คุณสมบัติทางกายภาพและเคมีของดิน,3(3-0-6),3,1,3,0,6,,,2,2567
194,0301758,Soil Stabilization,การเพิ่มเสถียรภาพของดิน,3(3-0-6),3,1,3,0,6,,,2,2567
195,0301759,Soil Dynamics,พลศาสตร?ของดิน,3(3-0-6),3,1,3,0,6,,,2,2567
196,0301760,Geotechnics,เทคนิคธรณี,3(3-0-6),3,1,3,0,6,,,2,2567
197,0301761,Theoretical Soil Mechanics,ทฤษฎีปฐพีกลศาสตร?,3(3-0-6),3,1,3,0,6,,,2,2567
198,0301762,Earth Structures,โครงสร?างดิน,3(3-0-6),3,1,3,0,6,,,2,2567
199,0301763,Advanced Foundation Engineering,วิศวกรรมฐานรากขั้นสูง,3(3-0-6),3,1,3,0,6,,,2,2567
200,0301764,Applied Soil Mechanics,ปฐพีกลศาสตร?,3(3-0-6),3,1,3,0,6,,,2,2567
201,0301765,Applied Soil Physics,ฟ?สิกส?ของดินประยุกต?,3(3-0-6),3,1,3,0,6,,,2,2567
202,0301766,Unsaturated Soil Mechanics,กลศาสตร?ของดินที่ไม?อ่ิมตัวด?วยน้ำ,3(3-0-6),3,1,3,0,6,,,2,2567
